matricula,nombre,apellidos,f_nacimiento,sexo,egreso,area,estado_laboral,sueldo
8190032,Nombre 1206,Apellido 1206,30/11/1971,H,19/11/2001,ciencias sociales,0,
3652423,Nombre 1207,Apellido 1207,28/12/1987,M,04/03/2020,ciencias sociales,1,29748.21
5079463,Nombre 1208,Apellido 1208,21/12/1999,M,29/12/2021,humanidades,1,29870.65
1988767,Nombre 1209,Apellido 1209,31/08/1973,H,20/10/2006,ciencias sociales,1,29893.72
1949579,Nombre 1210,Apellido 1210,21/07/1979,M,04/07/2022,humanidades,1,29928.25
3968446,Nombre 1211,Apellido 1211,05/02/1977,H,15/01/2007,ingeniería,0,
6967988,Nombre 1212,Apellido 1212,03/01/1982,M,14/11/2006,humanidades,1,29952.47
1458347,Nombre 1213,Apellido 1213,09/02/1974,H,19/11/2002,ciencias sociales,1,30113.22
7437421,Nombre 1214,Apellido 1214,06/08/2003,H,29/11/2023,medicina,1,30150.91
4082116,Nombre 1215,Apellido 1215,28/09/1993,H,14/03/2024,humanidades,0,
7150635,Nombre 1216,Apellido 1216,15/07/1985,M,08/03/2011,humanidades,1,30172.49
6571525,Nombre 1217,Apellido 1217,14/04/1987,H,12/02/2019,ingeniería,1,30182.41
1828232,Nombre 1218,Apellido 1218,21/01/1993,M,17/08/2020,humanidades,1,30193.29
9122609,Nombre 1219,Apellido 1219,03/12/1994,H,14/08/2026,medicina,0,
4308334,Nombre 1220,Apellido 1220,26/08/1984,M,15/01/2024,ingeniería,1,30240.63
7966713,Nombre 1221,Apellido 1221,24/05/1978,H,27/05/1998,humanidades,1,30262.56
7890838,Nombre 1222,Apellido 1222,15/08/1978,H,05/01/2007,ciencias sociales,1,30272.52
9547969,Nombre 1223,Apellido 1223,09/04/1979,H,04/07/2016,ciencias sociales,1,30299.76
4316932,Nombre 1224,Apellido 1224,01/06/1972,M,23/06/2022,medicina,1,30318.73
5296890,Nombre 1225,Apellido 1225,05/12/1994,H,03/11/2021,medicina,0,
5306119,Nombre 1226,Apellido 1226,21/08/1978,H,14/04/2022,humanidades,0,
4422964,Nombre 1227,Apellido 1227,17/03/2001,M,11/12/2024,humanidades,1,30555.66
3457061,Nombre 1228,Apellido 1228,09/03/1994,H,09/12/2021,humanidades,0,
6340399,Nombre 1229,Apellido 1229,27/09/2002,M,27/03/2022,humanidades,1,30586.88
8786948,Nombre 1230,Apellido 1230,01/06/2007,M,12/10/2026,medicina,1,30639.81
4184986,Nombre 1231,Apellido 1231,02/08/1975,M,21/08/2022,ciencias sociales,0,
5486861,Nombre 1232,Apellido 1232,28/10/1978,M,07/08/2013,medicina,1,30761.69
4640000,Nombre 1233,Apellido 1233,08/06/1980,H,08/09/2002,ciencias sociales,0,
6153617,Nombre 1234,Apellido 1234,04/11/1974,H,03/02/2015,ciencias sociales,0,
9453668,Nombre 1235,Apellido 1235,23/02/1982,M,09/01/2026,humanidades,1,30771.18
4307672,Nombre 1236,Apellido 1236,28/03/2004,H,24/10/2023,ingeniería,0,
9523462,Nombre 1237,Apellido 1237,21/07/1990,M,07/01/2017,humanidades,1,30832.06
6952401,Nombre 1238,Apellido 1238,15/02/2003,M,02/02/2025,humanidades,1,31007.85
6617672,Nombre 1239,Apellido 1239,24/05/1975,M,07/10/1997,humanidades,1,31071.74
5107653,Nombre 1240,Apellido 1240,10/08/2004,H,06/11/2023,medicina,0,
4794386,Nombre 1241,Apellido 1241,21/02/2002,H,12/06/2026,ingeniería,1,31093.44
4073638,Nombre 1242,Apellido 1242,21/12/1990,H,23/12/2023,ciencias sociales,1,31228.15
4772483,Nombre 1243,Apellido 1243,01/09/1982,M,06/01/2015,ciencias sociales,1,31254.96
4720885,Nombre 1244,Apellido 1244,07/06/2003,M,18/03/2025,humanidades,1,31285.21
8019320,Nombre 1245,Apellido 1245,02/09/1993,M,05/02/2017,medicina,0,
6615514,Nombre 1246,Apellido 1246,28/12/2004,M,21/07/2024,ciencias sociales,1,31292.93
9348567,Nombre 1247,Apellido 1247,30/01/1985,M,05/01/2013,ciencias sociales,0,
7301760,Nombre 1248,Apellido 1248,08/10/1977,H,29/01/2006,humanidades,0,
6548310,Nombre 1249,Apellido 1249,21/08/1995,M,04/08/2017,humanidades,0,
6548841,Nombre 1250,Apellido 1250,19/01/1994,H,16/02/2017,humanidades,0,
9697713,Nombre 1251,Apellido 1251,02/03/2006,M,18/12/2025,humanidades,1,31326.4
9645606,Nombre 1252,Apellido 1252,11/04/1994,M,08/02/2015,ciencias sociales,1,31334.43
4689880,Nombre 1253,Apellido 1253,19/07/1996,M,28/12/2020,humanidades,1,31397.55
7923369,Nombre 1254,Apellido 1254,18/06/2006,M,10/09/2025,humanidades,1,31433.53
6891952,Nombre 1255,Apellido 1255,19/04/1982,M,15/08/2006,ingeniería,1,31489.18
4189498,Nombre 1256,Apellido 1256,05/09/1998,H,09/12/2019,ciencias sociales,1,31840.25
5453620,Nombre 1257,Apellido 1257,23/07/1983,M,10/09/2016,medicina,1,31850.16
3423163,Nombre 1258,Apellido 1258,19/02/1981,M,21/11/2021,ciencias sociales,1,31928.21
6513611,Nombre 1259,Apellido 1259,08/02/1998,H,24/01/2025,ciencias sociales,1,32319.7
9358607,Nombre 1260,Apellido 1260,06/03/1994,M,17/04/2018,ciencias sociales,1,32333.29
1689919,Nombre 1261,Apellido 1261,15/08/1975,H,12/01/2014,humanidades,1,32345.4
5446531,Nombre 1262,Apellido 1262,04/03/1988,M,18/09/2018,humanidades,1,32350.01
1450069,Nombre 1263,Apellido 1263,11/05/1970,M,31/05/2005,ciencias sociales,0,
5626302,Nombre 1264,Apellido 1264,11/04/1970,M,08/09/1991,humanidades,1,32617.03
5624688,Nombre 1265,Apellido 1265,08/11/2003,H,02/06/2024,ingeniería,1,32624.95
6258312,Nombre 1266,Apellido 1266,10/07/1992,M,24/12/2016,ciencias sociales,1,32630.95
2828496,Nombre 1267,Apellido 1267,28/04/1986,H,15/09/2005,ciencias sociales,1,32673.93
7512216,Nombre 1268,Apellido 1268,28/06/1982,H,11/01/2026,ciencias sociales,0,
6650779,Nombre 1269,Apellido 1269,19/07/1992,H,11/09/2021,ciencias sociales,1,32702.14
1428847,Nombre 1270,Apellido 1270,13/07/1992,H,29/12/2021,ciencias sociales,1,32728.71
5465372,Nombre 1271,Apellido 1271,06/04/2001,M,09/07/2020,humanidades,0,
2494427,Nombre 1272,Apellido 1272,27/09/1978,H,27/10/2023,humanidades,1,32873.22
9667362,Nombre 1273,Apellido 1273,25/10/1976,M,01/10/2010,medicina,1,32977.24
7721782,Nombre 1274,Apellido 1274,09/05/2005,H,10/05/2026,ciencias sociales,1,33187.17
4156325,Nombre 1275,Apellido 1275,13/04/1981,H,16/01/2011,ciencias sociales,1,33323.82
3153138,Nombre 1276,Apellido 1276,05/07/1988,H,12/05/2019,ciencias sociales,1,33362.06
3952614,Nombre 1277,Apellido 1277,19/07/1975,M,29/01/2002,ingeniería,1,33365.69
4778353,Nombre 1278,Apellido 1278,31/10/1979,H,12/05/2003,humanidades,1,33435.18
1322164,Nombre 1279,Apellido 1279,02/05/1991,M,07/12/2020,ingeniería,1,33493.26
5675544,Nombre 1280,Apellido 1280,23/07/1999,M,28/12/2022,humanidades,1,33494.6
5071268,Nombre 1281,Apellido 1281,28/01/1995,H,22/02/2017,ciencias sociales,1,33551.56
7989179,Nombre 1282,Apellido 1282,05/05/1995,M,15/11/2014,medicina,1,33564.45
4023025,Nombre 1283,Apellido 1283,11/05/1988,M,11/04/2021,ciencias sociales,0,
7395101,Nombre 1284,Apellido 1284,20/11/1986,M,19/10/2017,humanidades,0,
6351782,Nombre 1285,Apellido 1285,24/02/1998,H,09/07/2023,ingeniería,1,33691.09
4616487,Nombre 1286,Apellido 1286,29/06/1990,M,20/10/2019,humanidades,1,33717.91
5312066,Nombre 1287,Apellido 1287,05/03/1995,M,02/08/2022,ciencias sociales,1,33735.41
9518914,Nombre 1288,Apellido 1288,28/04/1983,M,09/04/2019,ingeniería,1,34060.85
8584040,Nombre 1289,Apellido 1289,13/04/2000,H,27/12/2020,medicina,1,34125.23
9189918,Nombre 1290,Apellido 1290,04/10/1978,M,28/04/2026,ciencias sociales,1,34292.93
2910632,Nombre 1291,Apellido 1291,17/11/1976,H,24/07/2010,medicina,1,34322.06
4485168,Nombre 1292,Apellido 1292,02/11/2000,M,16/07/2020,medicina,1,34390.59
3509207,Nombre 1293,Apellido 1293,19/04/1991,H,14/04/2021,ciencias sociales,1,34523.42
5384092,Nombre 1294,Apellido 1294,31/03/1976,H,22/09/2008,ciencias sociales,1,34564.65
9402114,Nombre 1295,Apellido 1295,15/06/1983,M,14/12/2010,medicina,1,34576.72
6067408,Nombre 1296,Apellido 1296,21/05/1977,H,21/02/2026,humanidades,1,34579.04
6873045,Nombre 1297,Apellido 1297,10/06/1972,M,05/05/2009,ciencias sociales,1,34587.59
4431697,Nombre 1298,Apellido 1298,17/07/2005,M,06/06/2025,ingeniería,1,34692.51
4164984,Nombre 1299,Apellido 1299,15/02/1971,H,11/07/2017,medicina,1,34693.78
1699316,Nombre 1300,Apellido 1300,20/02/2001,M,06/04/2024,humanidades,1,34732.73
8306691,Nombre 1301,Apellido 1301,24/08/1983,M,18/12/2021,humanidades,1,34962.75
2337746,Nombre 1302,Apellido 1302,06/11/1998,H,29/08/2021,ciencias sociales,1,34986.47
8025808,Nombre 1303,Apellido 1303,16/07/1986,H,20/08/2007,medicina,0,
6037923,Nombre 1304,Apellido 1304,01/05/2002,H,05/07/2025,ingeniería,1,35008.65
9945006,Nombre 1305,Apellido 1305,06/09/1990,H,08/06/2021,ciencias sociales,1,35032.68
8733571,Nombre 1306,Apellido 1306,15/11/1971,H,02/08/2023,ingeniería,1,35059.26
4571714,Nombre 1307,Apellido 1307,17/06/1974,M,21/04/2001,ciencias sociales,1,35277.41
5198833,Nombre 1308,Apellido 1308,17/08/1979,M,04/12/2020,ingeniería,1,35312.8
5587905,Nombre 1309,Apellido 1309,07/10/1995,M,07/04/2023,ciencias sociales,0,
8848603,Nombre 1310,Apellido 1310,12/03/2001,M,11/10/2022,ciencias sociales,1,35361.1
6123160,Nombre 1311,Apellido 1311,06/09/1996,M,01/11/2023,medicina,1,35383.02
4208912,Nombre 1312,Apellido 1312,26/08/2003,H,30/12/2025,ingeniería,1,35416.99
9973210,Nombre 1313,Apellido 1313,25/07/2001,M,18/04/2021,ciencias sociales,1,35428.73
7220256,Nombre 1314,Apellido 1314,24/09/1972,M,26/11/2000,ciencias sociales,1,35432.93
2905342,Nombre 1315,Apellido 1315,04/08/1985,M,16/01/2025,medicina,1,35569.54
4054332,Nombre 1316,Apellido 1316,14/11/1976,H,15/01/2021,ciencias sociales,1,35627.25
3915427,Nombre 1317,Apellido 1317,07/12/2003,M,26/12/2023,humanidades,1,35711.08
4469367,Nombre 1318,Apellido 1318,07/09/1999,M,03/09/2026,humanidades,1,35821.17
2554636,Nombre 1319,Apellido 1319,14/05/1994,M,24/08/2023,ingeniería,1,36007.1
3879159,Nombre 1320,Apellido 1320,12/06/1998,H,30/10/2026,medicina,0,
7080916,Nombre 1321,Apellido 1321,16/07/1992,H,16/10/2016,ingeniería,0,
7218620,Nombre 1322,Apellido 1322,12/04/1973,H,09/08/1996,humanidades,0,
8512894,Nombre 1323,Apellido 1323,16/02/2006,M,21/05/2026,humanidades,1,36108.41
3949028,Nombre 1324,Apellido 1324,01/04/1995,H,13/12/2024,ciencias sociales,1,36291.18
9180056,Nombre 1325,Apellido 1325,11/04/1990,M,27/05/2022,ciencias sociales,1,36339.28
1182034,Nombre 1326,Apellido 1326,27/01/1983,M,15/03/2019,medicina,0,
3713412,Nombre 1327,Apellido 1327,05/01/1987,M,28/12/2009,ciencias sociales,1,36370.04
8408339,Nombre 1328,Apellido 1328,28/01/2007,M,04/11/2026,ingeniería,1,36370.49
2467704,Nombre 1329,Apellido 1329,15/11/1970,M,03/11/2002,humanidades,0,
7332579,Nombre 1330,Apellido 1330,26/10/1972,H,11/07/2004,medicina,0,
6907517,Nombre 1331,Apellido 1331,24/04/1984,H,29/09/2024,humanidades,1,36453.18
3651735,Nombre 1332,Apellido 1332,01/08/1978,M,16/07/2012,ciencias sociales,1,36459.9
3235660,Nombre 1333,Apellido 1333,12/12/2001,H,24/07/2024,ciencias sociales,1,36552.09
8236649,Nombre 1334,Apellido 1334,14/03/2001,H,21/06/2026,humanidades,1,36578.24
5728498,Nombre 1335,Apellido 1335,19/01/2002,M,05/05/2022,ingeniería,1,36738.64
6695805,Nombre 1336,Apellido 1336,25/02/1982,M,10/06/2004,ingeniería,1,36837.8
8277835,Nombre 1337,Apellido 1337,16/02/1979,H,13/06/2017,humanidades,1,36950.12
1485285,Nombre 1338,Apellido 1338,30/07/2002,M,26/12/2023,ciencias sociales,0,
5024103,Nombre 1339,Apellido 1339,16/01/2004,M,19/10/2024,ciencias sociales,1,36952.91
9399660,Nombre 1340,Apellido 1340,21/07/1976,H,16/08/1996,ciencias sociales,1,36977.94
1771356,Nombre 1341,Apellido 1341,23/01/2004,M,09/10/2026,humanidades,0,
9070750,Nombre 1342,Apellido 1342,13/01/1987,M,28/09/2023,humanidades,1,37011.59
4900640,Nombre 1343,Apellido 1343,19/10/1984,M,30/10/2011,ciencias sociales,1,37039.08
6363851,Nombre 1344,Apellido 1344,19/12/2000,M,05/09/2025,humanidades,0,
5421460,Nombre 1345,Apellido 1345,07/02/2006,H,23/02/2025,humanidades,1,37055.07
1286761,Nombre 1346,Apellido 1346,09/10/2000,M,07/01/2024,ciencias sociales,1,37140.69
3493936,Nombre 1347,Apellido 1347,19/03/1983,M,26/04/2026,ingeniería,1,37147.52
2682342,Nombre 1348,Apellido 1348,09/01/1972,H,14/12/1992,ciencias sociales,1,37176.87
8931568,Nombre 1349,Apellido 1349,14/04/1972,M,19/02/2021,humanidades,1,37315.95
2786576,Nombre 1350,Apellido 1350,11/05/1991,H,04/02/2017,humanidades,1,37364.55
6013380,Nombre 1351,Apellido 1351,17/06/1993,H,23/12/2016,humanidades,1,37408.03
9207081,Nombre 1352,Apellido 1352,18/06/1973,M,01/08/2018,humanidades,1,37675.43
8762937,Nombre 1353,Apellido 1353,29/01/2000,M,18/06/2019,ciencias sociales,0,
9520899,Nombre 1354,Apellido 1354,26/08/1989,M,31/08/2008,humanidades,0,
4628551,Nombre 1355,Apellido 1355,16/08/1986,M,19/05/2020,ciencias sociales,0,
9899064,Nombre 1356,Apellido 1356,18/06/1984,H,05/02/2024,humanidades,1,37695.36
3938704,Nombre 1357,Apellido 1357,14/05/2006,H,27/05/2026,ingeniería,0,
2927077,Nombre 1358,Apellido 1358,10/09/1982,M,14/02/2025,medicina,1,37702.57
9191333,Nombre 1359,Apellido 1359,28/02/1981,H,25/07/2010,humanidades,0,
9583967,Nombre 1360,Apellido 1360,09/07/1992,M,24/01/2012,ingeniería,1,37752.72
9381495,Nombre 1361,Apellido 1361,10/07/1983,M,14/10/2007,ciencias sociales,1,37776.31
5614915,Nombre 1362,Apellido 1362,24/04/1985,H,31/12/2010,medicina,1,37834.54
6335005,Nombre 1363,Apellido 1363,18/06/1998,H,05/02/2018,ciencias sociales,0,
2356479,Nombre 1364,Apellido 1364,12/06/1997,H,18/05/2020,humanidades,1,37995.1
6576598,Nombre 1365,Apellido 1365,11/10/1986,M,11/03/2013,ingeniería,1,38040.56
5303461,Nombre 1366,Apellido 1366,07/03/1984,H,16/01/2006,medicina,1,38159.76
2516002,Nombre 1367,Apellido 1367,21/03/1996,M,17/11/2025,ciencias sociales,0,
7021478,Nombre 1368,Apellido 1368,02/05/1978,H,07/03/2007,ingeniería,1,38406.77
4033132,Nombre 1369,Apellido 1369,04/11/1976,H,31/10/1997,ingeniería,0,
1287608,Nombre 1370,Apellido 1370,03/05/1974,M,26/07/2010,medicina,1,38457.97
1375456,Nombre 1371,Apellido 1371,06/06/1976,M,24/02/2022,humanidades,1,38471.3
9133819,Nombre 1372,Apellido 1372,01/10/2007,M,24/10/2026,ciencias sociales,1,38493.48
1798838,Nombre 1373,Apellido 1373,12/12/1999,M,20/01/2020,ciencias sociales,1,38570.31
3122998,Nombre 1374,Apellido 1374,29/01/1987,M,30/01/2015,ingeniería,1,38807.63
3836753,Nombre 1375,Apellido 1375,26/12/1986,M,29/05/2018,ciencias sociales,1,38911.52
8016886,Nombre 1376,Apellido 1376,14/05/1972,M,11/06/2009,humanidades,0,
6463919,Nombre 1377,Apellido 1377,21/06/1999,M,10/09/2023,humanidades,1,38976.47
8406606,Nombre 1378,Apellido 1378,24/09/1992,M,25/01/2021,humanidades,1,38990.87
5469525,Nombre 1379,Apellido 1379,06/07/1973,M,09/10/2009,ciencias sociales,1,39115.34
2564446,Nombre 1380,Apellido 1380,01/06/1985,H,29/04/2006,medicina,1,39150.92
9963294,Nombre 1381,Apellido 1381,09/08/2004,H,06/10/2024,humanidades,1,39517.55
3497680,Nombre 1382,Apellido 1382,09/03/1990,M,18/06/2017,medicina,1,39602.27
8240372,Nombre 1383,Apellido 1383,07/08/1973,M,03/08/2016,medicina,1,39655.61
6995843,Nombre 1384,Apellido 1384,17/02/1994,M,20/12/2019,ingeniería,1,39695.54
3074827,Nombre 1385,Apellido 1385,05/12/1975,M,17/04/2012,ciencias sociales,1,39788.72
7742018,Nombre 1386,Apellido 1386,04/07/1983,M,03/05/2019,medicina,1,39818.73
2684912,Nombre 1387,Apellido 1387,01/01/1997,H,03/08/2024,humanidades,0,
4225782,Nombre 1388,Apellido 1388,11/10/1983,M,09/02/2011,humanidades,1,39845.87
8575688,Nombre 1389,Apellido 1389,16/06/2002,M,27/06/2025,medicina,1,39867.52
8985435,Nombre 1390,Apellido 1390,16/07/2002,H,04/01/2026,ciencias sociales,1,39931.78
1986424,Nombre 1391,Apellido 1391,21/06/2003,H,01/05/2026,humanidades,1,39997.28
7870055,Nombre 1392,Apellido 1392,08/03/1972,M,21/01/2020,ciencias sociales,1,40082
4168060,Nombre 1393,Apellido 1393,06/11/1974,M,24/11/2015,ciencias sociales,1,40286.96
8129298,Nombre 1394,Apellido 1394,29/08/1987,M,21/11/2010,ciencias sociales,1,40348.43
9788867,Nombre 1395,Apellido 1395,29/04/1970,M,18/08/1992,medicina,0,
2764899,Nombre 1396,Apellido 1396,12/05/2007,H,30/05/2026,ciencias sociales,1,40444.51
5247518,Nombre 1397,Apellido 1397,12/07/2005,H,07/08/2024,humanidades,1,40462.16
4502109,Nombre 1398,Apellido 1398,23/02/1974,H,30/05/2025,humanidades,1,40484.6
8123095,Nombre 1399,Apellido 1399,21/07/1972,H,07/08/2024,ciencias sociales,1,40537.39
5202412,Nombre 1400,Apellido 1400,07/12/2004,M,19/11/2025,ciencias sociales,1,40579.17
3890581,Nombre 1401,Apellido 1401,09/05/1997,M,18/12/2024,humanidades,1,40618.29
6971873,Nombre 1402,Apellido 1402,29/06/2001,M,14/09/2026,humanidades,1,40757.08
4436420,Nombre 1403,Apellido 1403,28/02/1986,M,06/06/2007,ciencias sociales,1,40803.14
2863343,Nombre 1404,Apellido 1404,16/09/1970,M,07/02/2016,ciencias sociales,1,40848.34
2500376,Nombre 1405,Apellido 1405,14/02/1983,M,18/07/2026,humanidades,1,41049.61
7507256,Nombre 1406,Apellido 1406,12/11/2000,M,30/03/2025,ciencias sociales,1,41059.95
2233240,Nombre 1407,Apellido 1407,06/09/1994,M,02/05/2018,medicina,1,41334.2
5708179,Nombre 1408,Apellido 1408,21/10/2004,M,13/09/2026,ciencias sociales,0,
7840854,Nombre 1409,Apellido 1409,21/04/2002,H,10/02/2025,humanidades,1,41373.68
1924496,Nombre 1410,Apellido 1410,10/01/1973,M,28/06/2018,ingeniería,1,41435.97
6313455,Nombre 1411,Apellido 1411,18/08/1986,H,05/03/2014,humanidades,1,41648.77
3360529,Nombre 1412,Apellido 1412,18/09/2002,H,04/07/2023,ciencias sociales,0,
1564329,Nombre 1413,Apellido 1413,20/04/1973,H,04/08/1995,medicina,1,41919.06
1938833,Nombre 1414,Apellido 1414,19/05/2004,H,05/09/2024,humanidades,1,42214.02
5794112,Nombre 1415,Apellido 1415,04/10/1990,H,30/10/2021,ciencias sociales,1,42268.71
4624958,Nombre 1416,Apellido 1416,11/02/2007,H,01/09/2026,ingeniería,1,42294.63
7532756,Nombre 1417,Apellido 1417,12/05/1987,M,16/05/2006,medicina,1,42312.48
7769210,Nombre 1418,Apellido 1418,07/12/1989,H,19/12/2025,humanidades,1,42414.64
3965547,Nombre 1419,Apellido 1419,02/04/2001,M,06/09/2025,ciencias sociales,1,42512.91
2206337,Nombre 1420,Apellido 1420,23/12/1993,M,29/08/2014,ciencias sociales,0,
5336629,Nombre 1421,Apellido 1421,27/01/1984,M,22/04/2022,ciencias sociales,1,42627.87
1818278,Nombre 1422,Apellido 1422,02/07/1990,H,05/05/2010,ciencias sociales,1,42694.16
1254328,Nombre 1423,Apellido 1423,09/07/2004,H,08/10/2024,medicina,0,
7935779,Nombre 1424,Apellido 1424,09/02/1970,M,09/09/2015,ciencias sociales,1,42718.59
2561176,Nombre 1425,Apellido 1425,30/07/1990,M,24/09/2016,ingeniería,1,42832.27
1218232,Nombre 1426,Apellido 1426,13/11/1999,H,26/03/2022,ingeniería,1,42860.57
3014772,Nombre 1427,Apellido 1427,30/10/1993,H,17/11/2012,ciencias sociales,1,42914.54
4406664,Nombre 1428,Apellido 1428,24/11/1983,M,31/03/2013,ciencias sociales,1,42920.17
6023122,Nombre 1429,Apellido 1429,01/05/1987,M,27/07/2011,medicina,1,42941.42
5624570,Nombre 1430,Apellido 1430,19/04/1991,M,23/08/2025,humanidades,0,
2266169,Nombre 1431,Apellido 1431,10/03/1986,M,03/04/2015,ciencias sociales,0,
9762118,Nombre 1432,Apellido 1432,24/04/1984,M,17/10/2014,humanidades,1,43001.23
4286740,Nombre 1433,Apellido 1433,07/12/1978,M,26/08/2010,humanidades,1,43125.34
3257567,Nombre 1434,Apellido 1434,13/07/1988,H,02/04/2020,humanidades,0,
2141915,Nombre 1435,Apellido 1435,25/03/1993,M,14/07/2016,ciencias sociales,1,43226.04
3660303,Nombre 1436,Apellido 1436,18/10/2001,H,27/04/2025,medicina,1,43382.78
9712791,Nombre 1437,Apellido 1437,04/10/1990,H,16/11/2022,ingeniería,0,
3697837,Nombre 1438,Apellido 1438,20/05/1992,H,19/07/2022,humanidades,0,
6278154,Nombre 1439,Apellido 1439,21/03/2004,H,15/05/2025,humanidades,1,43407.28
5949721,Nombre 1440,Apellido 1440,25/06/1988,H,22/03/2013,ciencias sociales,1,43503.41
6014449,Nombre 1441,Apellido 1441,14/11/1986,H,10/12/2023,medicina,1,43504.09
2639179,Nombre 1442,Apellido 1442,14/04/1973,M,03/08/2017,medicina,1,43577.3
3173591,Nombre 1443,Apellido 1443,13/06/1971,H,04/04/2015,ingeniería,1,43614.35
1473988,Nombre 1444,Apellido 1444,30/07/1999,H,15/03/2025,ciencias sociales,1,43619.02
7885086,Nombre 1445,Apellido 1445,11/01/1982,H,07/06/2020,ciencias sociales,0,
3657120,Nombre 1446,Apellido 1446,20/03/1979,M,21/02/1999,humanidades,1,43846.73
6510042,Nombre 1447,Apellido 1447,06/06/1993,M,17/01/2017,ingeniería,1,43928.86
1650412,Nombre 1448,Apellido 1448,07/05/2004,H,07/08/2026,medicina,0,
5956570,Nombre 1449,Apellido 1449,19/07/2007,H,19/10/2026,medicina,1,44011.92
9037521,Nombre 1450,Apellido 1450,07/07/1982,M,23/03/2013,medicina,1,44021.24
3384977,Nombre 1451,Apellido 1451,11/08/1990,M,12/02/2025,ingeniería,1,44040.7
7182695,Nombre 1452,Apellido 1452,19/05/1991,M,05/01/2026,humanidades,1,44150.22
5506387,Nombre 1453,Apellido 1453,26/08/1978,H,14/02/2008,ingeniería,1,44180.84
8576065,Nombre 1454,Apellido 1454,03/06/1996,M,18/02/2025,ciencias sociales,1,44430.33
2425043,Nombre 1455,Apellido 1455,18/09/1989,M,09/01/2017,ciencias sociales,1,44557.2
8265472,Nombre 1456,Apellido 1456,10/07/1998,H,13/12/2022,ciencias sociales,1,44681.44
9175707,Nombre 1457,Apellido 1457,29/01/1993,H,19/10/2025,ciencias sociales,1,44886.01
9212275,Nombre 1458,Apellido 1458,18/03/1990,H,19/05/2009,humanidades,0,
6620043,Nombre 1459,Apellido 1459,18/01/2000,M,22/05/2024,ciencias sociales,0,
9401196,Nombre 1460,Apellido 1460,27/07/1979,H,04/05/2006,ciencias sociales,1,44907.88
6499422,Nombre 1461,Apellido 1461,28/08/1977,M,30/07/2025,humanidades,1,45031.92
3024769,Nombre 1462,Apellido 1462,11/05/1971,H,03/06/1998,humanidades,0,
5037995,Nombre 1463,Apellido 1463,05/08/1977,M,14/02/2003,humanidades,1,45067.53
6253200,Nombre 1464,Apellido 1464,28/04/1981,M,22/11/2025,medicina,0,
1526419,Nombre 1465,Apellido 1465,22/09/2006,M,10/04/2026,humanidades,1,45440.25
3235449,Nombre 1466,Apellido 1466,18/12/1979,M,09/07/2004,ciencias sociales,1,45607.31
8821073,Nombre 1467,Apellido 1467,25/06/1983,H,18/05/2009,humanidades,1,45627.29
8326843,Nombre 1468,Apellido 1468,22/05/1983,M,06/04/2010,humanidades,1,46045.91
9999935,Nombre 1469,Apellido 1469,20/08/1988,M,18/07/2018,ciencias sociales,1,46267.96
5969237,Nombre 1470,Apellido 1470,15/11/2006,H,07/12/2025,ciencias sociales,1,46387.53
5775190,Nombre 1471,Apellido 1471,03/08/2006,M,09/09/2025,ingeniería,1,46446.88
6006045,Nombre 1472,Apellido 1472,23/11/1985,M,29/06/2008,medicina,1,46485.04
2463689,Nombre 1473,Apellido 1473,27/09/1992,M,04/06/2019,humanidades,1,46492.78
6424011,Nombre 1474,Apellido 1474,27/04/1975,H,10/04/2014,medicina,1,46688.38
6077819,Nombre 1475,Apellido 1475,06/09/1985,M,25/01/2010,humanidades,1,46748.29
2818912,Nombre 1476,Apellido 1476,26/04/1975,H,26/09/2002,ciencias sociales,1,46859.32
8173642,Nombre 1477,Apellido 1477,12/04/1989,M,01/05/2012,ciencias sociales,1,47037.55
4514788,Nombre 1478,Apellido 1478,20/11/1994,M,22/01/2020,ingeniería,1,47092.66
9503647,Nombre 1479,Apellido 1479,12/09/1986,M,10/01/2022,ingeniería,1,47295.06
9745164,Nombre 1480,Apellido 1480,27/07/1984,M,29/09/2005,ciencias sociales,1,47426.08
5350061,Nombre 1481,Apellido 1481,27/02/1983,M,07/01/2009,humanidades,0,
8604008,Nombre 1482,Apellido 1482,10/02/1999,H,18/05/2021,ciencias sociales,0,
9974884,Nombre 1483,Apellido 1483,07/07/1979,M,19/07/2010,humanidades,1,47447.67
6857433,Nombre 1484,Apellido 1484,29/05/1975,M,07/11/2000,ingeniería,0,
7587988,Nombre 1485,Apellido 1485,12/01/2006,H,30/04/2025,humanidades,1,47492.45
4678693,Nombre 1486,Apellido 1486,19/02/1976,M,20/11/2008,medicina,0,
7056423,Nombre 1487,Apellido 1487,14/07/1995,M,14/09/2018,medicina,1,47957.92
3832580,Nombre 1488,Apellido 1488,22/06/1976,M,18/11/2007,medicina,1,48059.64
5121014,Nombre 1489,Apellido 1489,12/02/1996,M,29/07/2020,ciencias sociales,1,48103.67
5852511,Nombre 1490,Apellido 1490,03/01/2004,M,25/07/2023,ciencias sociales,1,48195.57
6493999,Nombre 1491,Apellido 1491,18/11/1974,H,14/09/1999,medicina,1,48314.15
8408101,Nombre 1492,Apellido 1492,28/05/1977,M,06/07/2023,medicina,1,48605.64
9596480,Nombre 1493,Apellido 1493,26/11/1997,H,04/04/2025,humanidades,1,48793.99
7802598,Nombre 1494,Apellido 1494,10/03/1980,H,03/07/2018,humanidades,0,
